titre,auteur,isbn,domaine,description,image_url,url_detail
Programme Intégré de Réhabilitation de l’Agriculture  dans la Province du Maniema (PIRAM),PIRAM,,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=713
Agronomie,Philippe GRIEU,-,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=262
principes of agronomy et agricultural meteorology,-,-,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=253
GUIDE  AGRONOMIQUE DES GRANDES  CULTURES,"Christine Brown, MAAARO",978-1-4606-9018-5,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=244
Manuel du cours de  CLIMATOLOGIE,Said EL KHATRI,-,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=194
"Retour sur terre.  À propos de quelques idées reçues  sur l'agriculture, l'alimentation et la forêt",Hervé Lejeune,978-2-85557-401-1,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=193
Agricultures  &  Enjeux de société,Luc Pussemier & Leo Goeyens,978-2-87016-150-0,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=187
Mémento de l’agronome,Ministère des Affaires étrangères,"2-86844-129-7, 2-87614-522-7",Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=113
"Introduction to Agronomy.  Food, Crops, and  Environment",Craig C. Sheaffer and Kristine M. Moncada,978-1-1113-1233-6,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=33
A TEXTBOOK OF  AGRONOMY,"B. Chandrasekaran, K. Annadurai, E. Somasundaram",978-81-224-2859-9,Sciences Agronomiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=32
INTRODUCTION A UNE POLITIQUE DE L'HOMME,EDGAR MORIN,978-2-02-115814-4,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4011
"L’histoire de L’INRA,  entre science et politique","Pierre Cornu,  Egizio Valceschini,  Odile Maeght-Bournay",978-2-7592-2638-2,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2046
DICTIONNAIRE POLITIQUE  D’INTERNET & DU NUMERIQUE,CHRISTOPHE STENER,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1895
Règles et pouvoirs  dans les systèmes de régulation,Marie-Anne Frison-Roche,2-7246-0945-X,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1870
Corporate  Governance,Christine A. Mallin,978–0–19–253873–4,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1861
La démocratie disciplinée par la dette,Benjamin Lemoine,9782348072963,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1413
50 idées reçues sur l'état du monde,Pascal Boniface,978-2-200-63129-1,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1407
Géopolitique du Covid-19,Pascal Boniface,978-2-416-00056-0,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1406
Philosophie des relations internationales,Frédéric Ramel,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1405
Les théories géopolitiques. traité de relations internationales [I],Gérard Dussouy,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1404
Comprendre le monde,Pascal Boniface,978-2-200-61910-7,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1403
Les relations internationales depuis 1945,Maurice Vaïsse,978-2-200-62627-3,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1402
Les politiques publiques,Laurie Boussaguet,978-2-13-081779-6,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1397
Dictionnaire de la science politique et des institutions politiques,"Guy Hermet, Bertrand Badie, Pierre Birnbaum & Philippe Braud",978-2-200-25624-1,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1395
L’État Démocratique,Louis Côté,978-2-7605-1556-7,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1394
Politiques publiques et démocratie,Olivier Giraud et Philippe Warin,9782348057106,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1393
La politique étrangère,Jean-Frédéric Morin,978-2-200-28879-2,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1392
Diplomatie,Henry Kissinger,2-213-59720-0,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1390
La géopolitique.  Les relations internationales,Pascal Boniface,978-2-212-54992-8,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1389
INTRODUCTION À LA SCIENCE POLITIQUE,Dominique Chagnollaud de Sabouret,978-2-247-18229-9,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1301
Naissance  de la biopolitique,Michel Foucault,2-02-032401-6,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1198
Les politiques publiques,Pierre Muller,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1055
Analyse et pilotage des politiques publiques,"Peter Knoepfel, Corinne Larrue, Frédéric Varone, Jean-François Savard",978-2-7605-4245-7,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1053
Éducation et intérêt général,Philippe Bance et Jacques Fournier,979-10-240-1189-9,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=955
"LA CITOYENNETÉ RESPONSABLE, INCLUSIVE ET PARTICIPATIVE","MOHAMMED ZAKARIA ABOUDDAHAB, HELMUT REIFELD",978-9954-9610-2-5,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=954
"Quel futur pour l'Afrique ? Evolution des paradigmes du développement, débats méthodologiques et perspectives",Nubukpo Kako,,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=805
"Les réformes de politiques publiques en Afrique de l’Ouest, entre polity, politics et extraversion",Lavigne Delville Philippe,,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=804
La pensée politique de Cheikh Anta Diop,Jose Do Nascimento,978-2-343-20383-6,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=782
l’économie  politique  du xxie siècle,François Morin,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=725
The Importance of Salience Agenda-Setting and Issue  Voting in Swiss Politics,Pascal Sciarini,1663-8751,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=724
"Butembo : « 2006-2015, Une Décennie d’assassinats. Nécessité et urgence de la création des Comités  locaux de Surveillance, Vigilance et Dénonciation  Populaire »",C.P.D.D.D,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=718
Vivre dans le « combattantisme ». Parcours d’un chef de milice en Ituri (République démocratique du Congo),ÉLISABETH CLAVERIE,,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=716
Troisième rapport spécial du Secrétaire général  sur la Mission de l’Organisation des Nations Unies  en République démocratique du Congo,Conseil de sécurité,,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=714
REVISITATION DE LA POLITIQUE EXTERIEURE DE LA  REPUBLIQUE DEMOCRATIQUE DU CONGO : NECESSITE  IMPERIEUSE,KISIMBA Kimba Emmanuel,,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=712
"Mémorandum de l’APARECO dénonçant le  projet de transfert et d’implantation sur le  territoire congolais du Kivu, des populations  rwandaises et des «Falashas» d’Ethiopie, ainsi  que le projet de vendre les eaux du fleuve  Congo à l’Egypte et au Tchad",Honoré Ngbanda-Nzambo Ko Atumba,,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=711
MANUEL CERVERA-MARZAL DESOBEIR EN DEMOCRATIE,Martin Luther King,,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=552
"l'horreur politique, l'Etat contre la société",Olivier Babeau,978-2-37615-011-4,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=551
La vie intellectuelle en France,Christophe Charle et Laurent Jeanpierre,978-2-02-133276-6,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=550
international political économy,Jeffry A. Frieden  David A. Lake,0-415-22279-6,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=541
"Les gauches françaises,Histoire et politique",Jacques JULLIARD,9782081315426,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=491
une brève histoire de l'avenir,Jacques Attali,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=398
DICTIONNAIRE DE LA CIVILISATION GRECQUE,Claude Mossé,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=397
Histoire des idées politiques aux temps modernes et contemporains,Philippe Nemo,978-2-13-053163-0,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=396
L'Etat figure moderne de la politique,Jacqueline Russ,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=395
introduction à la  SCIENCE POLITIQUE,Jean MEYNAUD,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=394
Surréalisme et politique –  Politique du Surréalisme,Wolfgang Asholt et Hans T. Siepe,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=393
PROPAGANDA.COMMENT MANIPULER L'OPINION EN  DÉMOCRATIE,EDWARD BERNAYS,-,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=391
L'Afrique qui se refait,Louis Favreau & Abdou Salam Fall,978-2-7605-1325-9,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=324
Dictionnaire des politiques publiques,"Laurie Boussaguet, Sophie Jacquot, Pauline Ravinet",978-2-7246-2512-7,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=323
Les politiques  publiques,"Suzanne Maury, Blandine Barreau, Nadège Bouquin, Dominique Bourg, Frédéric Charillon, Samuel Charlot, Pascal Desrousseaux, André Legrand, Sophie Meritet, Philippe Poirrier, Christine Rimbault",978-2-11-010050-4,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=317
Analyser les politiques publiques,Daniel Kubler & Jacques de Maillard,978-2-7061-1539-4,Sciences politiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=316
Vendre plus en B to B,Serge Rouvière,978-2-10-058048-4,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4043
Le guide pratique du micro-entrepreneur,Gilles Daïd et Pascal Nguyên,978-2-212-56402-0,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4023
Entrepreneuriat: Apprendre à entreprendre,Alain Fayolle,978-2-10-058397-3,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4008
La gouvernance de l’entreprise,Roland Pérez,2-7071-3499-6,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3974
"Fiscalité 2015-2016, 17ème édition",Thierry LamuLLe,978 - 2 - 297 - 04705 - 0,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3971
Droit fiscal 3e édition,Jean-Raphaël Pellas,978-2-7495-5521-8,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3967
DROIT FISCAL,Frédéric DOUET,978-2-38313-298-1,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3966
Techno-féodalisme Critique de l’économie numérique,Cédric Durand,978-2-35522-115-6,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3964
Perspectives de l’économie numérique de l’OCDE 2020,l'Organisation de coopération et de développement économiques (OCDE),978-92-64-93148-0,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3952
LES NOUVELLES POLITIQUES MONETAIRES,Patrick Artus,97823420-064973,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3942
"Le développement durable: À la croisée de l’économie, de la sociétéet de l’environnement",Tracey Strange et Anne Bayley,,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3937
La pensée économique de Keynes,Frederic POULON,978-2-10-075046-7,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3936
LA MONNAIE ET SES PIEGES,MILTON FRIEDMAN,210 001544 3,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3935
LA MONNAIE : Ce qu'on ignore… et qu'on devrait savoir.,Denis La Plume,,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3934
L’économie africaine 2024,Agence Française De Développement,9782348081903,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3933
Introduction à la politique économie,Jacques Généreux,978-2-0214-0724-2,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3931
CAPITALISME DE LA PLATEFORME: l'hégémonie de l'économie numérique,Nick Srnicek,978-2-89596-936-5,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3903
Économie du développement,Philippe Hugon,,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3897
"Enterprise Information Systems Concepts, Methodologies, Tools and Applications",Information Resources Management,978-1-61692-853-7,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3858
Gestion financière des entreprises,Jérôme Méric,978-2-01-181841-6,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3855
Gestion financière,Gerard Melyion,9782749507927,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3854
"Gestion de patrimoine: stratégies juridiques, fiscales et financières",Arnaud Thauvron,978-2-10-053864-5,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3853
Analytical family demography,Robert Schoen,978-3-319-93227-9,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3608
Créer un nom de marque et un nom de domaine,Catherine Lalanne-Gobet,978-2-212-54244-8,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3606
Introduction à la politique économique,Jacques Généreux,978-2-0214-0724-2,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3545
"Development Economics Theory, Empirical Research, and Policy Analysis",Julie Schaffner,978-0-470-59939-6,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3423
"A Course in Environmental Economics Theory, Policy, and Practice","Daniel J. Phaneuf, Till Requate",978-0521-17869-3,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3401
Introduction à l'économie monétaire,"Alain Beitone, Christophe Rodrigues",978-2-10-083121-0,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3328
Principes de l'économie,N. Gregory Mankiw & Mark P. Taylor,,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3327
"Digital Business and Electronic Commerce: Strategy, Business Models and Technology",Bernd W. Wirtz,978-3-031-50289-7,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3258
The Internet of Money,Andreas M. Antonopoulos,,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3184
Business models de plateformes,Henri Isaac,,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3161
Genèse des marchés,"Françoise Bayard, Patrick Fridenson, Albert Rigaudière",9782821853966,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2302
Traite d'econometrie financiere : Modelisation financiere,"Francois-Eric Racicot, Raymond Theoret",2-7605-1123-5,Sciences économiques et de gestion,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2292
